Date,Roll_Volume,Return
1980-12-18,20.629545752270495,0.028984062641902453
1980-12-19,20.01019019717378,0.06102811383303908
1980-12-22,19.678041128118338,0.04867211751100653
1980-12-23,19.49512055140499,0.042205154000928724
1980-12-24,19.35440581073478,0.05262718235736363
1980-12-26,19.281550093649646,0.0923030800024689
1980-12-29,19.45405311000283,0.014086553597520313
1980-12-30,19.560337722342314,-0.024303067933960754
1980-12-31,19.523847976428684,-0.02846559896874412
1981-01-02,19.432380559830573,0.010984212294255835
1981-01-05,19.357482871494888,-0.021738046981426673
1981-01-06,19.14908695439739,-0.04445067121787205
1981-01-07,19.083286239399612,-0.04262635956493921
1981-01-08,19.104084612229318,-0.020243365912065325
1981-01-09,19.10329262259693,0.053714545557892235
1981-01-12,19.040586038735945,-0.007839752580285575
1981-01-13,18.913951580136448,-0.03557577295298853
1981-01-14,18.622569606238848,0.0040965893075262105
1981-01-15,18.386205234490973,0.02040873617427441
1981-01-16,18.29854022825452,-0.007996551945491537
1981-01-19,18.482505586392254,0.06047608042523689
1981-01-20,18.54653070981304,-0.030413975260859427
1981-01-21,18.56065136020579,0.01960837199266363
1981-01-22,18.731876197388786,0.011533476179139246
1981-01-23,18.71583086101164,-0.003800657269628749
1981-01-26,18.5810838366453,-0.01526937986191923
1981-01-27,18.525170480592163,-0.0077486315490153945
1981-01-28,18.62986491490289,-0.0312455222811292
1981-01-29,18.6954477751369,-0.03629304367922348
1981-01-30,18.931039058546432,-0.054398603343916885
1981-02-02,18.92578121023553,-0.05751790460346118
1981-02-03,18.8979578571646,0.03756404184784934
1981-02-04,18.89614941262916,0.036193696964667454
1981-02-05,18.643043190283493,0.0
1981-02-06,18.343575052354865,0.004364932373582153
1981-02-09,18.264821939443753,-0.05217148609989719
1981-02-10,18.2553531680149,0.0
1981-02-11,18.07451043265872,-0.03210676313769201
1981-02-12,18.164104496549754,-0.009485418749185293
1981-02-13,18.128444316150873,-0.023924179765913656
1981-02-17,18.066562528795323,0.024510575172506766
1981-02-18,18.079249029426325,0.04306571745115906
1981-02-19,18.19180077078622,-0.059638864642598044
1981-02-20,18.308112089748537,-0.05364691672817545
1981-02-23,18.340667369181947,0.015457156025100227
1981-02-24,18.39036997905776,-0.03552933235578215
1981-02-25,18.392906588281367,0.06315459240310806
1981-02-26,18.267436320017822,0.014845080013619283
1981-02-27,18.148641022850327,0.03415419714151513
1981-03-02,18.117281128872495,0.004714940738818285
1981-03-03,18.106298712203884,-0.014078443191113843
1981-03-04,18.02385025003654,-0.009530567685589464
1981-03-05,17.939077296196377,-0.00480562566821352
1981-03-06,17.88660014037328,-0.009668737747948297
1981-03-09,17.945582559469827,-0.07803797893041664
1981-03-10,18.12483745921988,-0.047622513343037354
1981-03-11,18.3213111358067,-0.03889752146114067
1981-03-12,18.78818642315375,0.0404717731248343
1981-03-13,19.712972070581138,-0.011119036095473378
1981-03-16,19.77139766712471,0.03933488749500902
1981-03-17,19.810433119243548,0.04865233285829351
1981-03-18,19.82791434108591,0.06184044149797341
1981-03-19,19.77400553276196,-0.009704631958510457
1981-03-20,18.953245941451453,0.009799734777820257
1981-03-23,18.85970956889867,0.03885191532931187
1981-03-24,18.753787323097278,-0.004681557662434943
1981-03-25,18.51278579280774,-0.01878202092392489
1981-03-26,18.247659802041365,-0.01914153768524507
1981-03-27,18.21929868441967,-0.034143013710885906
1981-03-30,18.058872647901886,0.0
1981-03-31,17.866919783018712,-0.01009668268395758
1981-04-01,18.25217688159648,-0.010199665469687536
1981-04-02,18.456264080634515,0.08762600300161894
1981-04-03,18.49630756207536,0.004737276717805994
1981-04-06,18.6093024132948,-0.018870577039536207
1981-04-07,18.56434462905544,-0.00962227341364752
1981-04-08,18.453449921400953,0.04855654728782244
1981-04-09,18.251381231110265,0.018510459895772602
1981-04-10,18.43463098527909,0.013640958305978446
1981-04-13,18.365827436019135,0.0
1981-04-14,18.322300255570823,0.0
1981-04-15,18.44757970126098,-0.0493266166341112
1981-04-16,18.552634893382532,-0.056600917034345555
1981-04-20,18.568990398154614,0.029986932300144487
1981-04-21,18.6711592674066,0.06796581120484335
1981-04-22,18.762896455200643,0.03636894154917103
1981-04-23,18.920087823567343,0.026314466420649385
1981-04-24,18.985721788532853,-0.008553121448446221
1981-04-27,19.003637988175022,-0.008617026532931393
1981-04-28,19.023815685801285,-0.017393817967963465
1981-04-29,18.99408897730741,-0.01326868063868214
1981-04-30,18.698506401140772,0.017939755320242723
1981-05-01,18.54751777928416,0.0
1981-05-04,18.30911434490635,-0.004413472706155663
1981-05-05,18.130242877786785,-0.00442289354622738
1981-05-06,18.198816374136538,-0.026665443948564294
1981-05-07,18.157423280701583,0.013703219052604076
1981-05-08,18.038072417987127,0.009005101513930969
1981-05-11,18.000597306820584,-0.02232206824555305
1981-05-12,17.77472244619488,0.0
1981-05-13,17.462817736167253,-0.004564250196283592
1981-05-14,17.3399869557866,-0.013755534288929394
1981-05-15,17.247379391252423,0.023245646772800388
1981-05-18,16.958006292911506,0.018184470774585515
1981-05-19,17.607163183445696,-0.017859701553640472
1981-05-20,17.780262626570494,0.03182542908056396
1981-05-21,18.19741718543758,0.05726405090137843
1981-05-22,18.48376821282262,0.04583273630415041
1981-05-26,19.050300092456418,-0.003982353424732521
1981-05-27,19.557754483247926,0.055994204333911
1981-05-28,19.73565953821566,0.0
1981-05-29,19.806070696217834,0.0037949510651045237
1981-06-01,19.854484449341964,0.0
1981-06-02,19.7412369313058,-0.04906133748594166
1981-06-03,19.393348784683386,0.0
